1,18.6978
2,9.4112
3,4.75322
4,4.31169
5,4.20013
6,3.9552
7,3.8507
8,3.63088
9,3.19862
10,2.94376
11,3.17898
12,2.87321
13,2.94275
14,2.99473
15,2.65402
16,2.85515
