1,192.323
2,102.148
3,49.4083
4,38.3012
5,30.9044
6,18.8544
7,18.1325
8,18.0213
9,15.9649
10,18.7131
11,17.6366
12,16.6022
13,16.4511
14,16.426
15,17.0265
16,17.4162
