1,5.358110,0.169490
2,2.653497,0.005211
4,1.341239,0.008611
8,0.734279,0.017143
16,0.419472,0.006189
20,0.341958,0.002041
24,0.284686,0.001486
28,0.245459,0.000998
32,0.239044,0.035212
